,sy2010sthdH,sy2010sthdHNC,sy2010sthdW,sy2011sthdH,sy2011sthdHNC,sy2011sthdW,sy2012sthdH,sy2012sthdHNC,sy2012sthdW,sy2013sthdH,sy2013sthdHNC,sy2013sthdW,sy2014sthdH,sy2014sthdHNC,sy2014sthdW,sy2015sthdH,sy2015sthdHNC,sy2015sthdW,sy2010chnkH,sy2010chnkHNC,sy2010chnkW,sy2011chnkH,sy2011chnkHNC,sy2011chnkW,sy2012chnkH,sy2012chnkHNC,sy2012chnkW,sy2013chnkH,sy2013chnkHNC,sy2013chnkW,sy2014chnkH,sy2014chnkHNC,sy2014chnkW,sy2015chnkH,sy2015chnkHNC,sy2015chnkW
2611,247727,33359,42296,142084,22273,43939,131762,10008,38550,77891,8364,22931,75758,7057,25339,110005,9379,46208,98924,7722,28038,102008,5720,26866,58535,4843,21393,45805,6133,19028,74229,9926,30518,99868,9910,22654
2612,247180,33379,42823,142874,22345,43077,130779,10225,39316,77833,8614,22739,76721,6911,24522,109221,9286,47085,100231,7544,26909,101947,5375,27272,58279,4475,22017,45155,6382,19428,74772,9706,30196,98439,10646,23348
2613,247276,33648,42457,142732,21433,44131,130067,10118,40136,77614,8738,22834,75466,7141,25548,110981,9029,45581,100893,6615,27176,101942,5555,27097,58099,4880,21792,46144,6157,18665,73554,10530,30589,98582,9843,24008
2614,246782,33588,43012,141779,21968,44549,130107,10420,39792,77395,8672,23119,75614,6912,25628,109839,9065,46686,98225,7440,29019,102988,5562,26044,59147,4516,21109,45740,5697,19529,73611,10573,30489,99152,10538,22742
2615,247504,32557,43321,141707,22769,43821,130293,10417,39610,77230,8845,23111,75954,6533,25667,110240,9397,45954,99857,6695,28133,102142,5645,26808,58563,4483,21725,45357,6179,19429,73061,10732,30881,98491,10351,23590
2616,247096,33252,43034,141675,21918,44702,130521,10075,39724,77351,8803,23032,75830,6971,25352,109557,9600,46433,100909,6685,27091,101526,5820,27248,59117,4527,21127,45503,6001,19462,74327,10049,30298,97777,10849,23806
2617,248344,32612,42425,143366,21674,43256,130864,10583,38874,77705,8785,22696,75421,6871,25862,110988,9334,45270,99582,6855,28247,102505,5556,26533,58827,4535,21409,45481,6415,19069,73932,10143,30598,98213,10099,24120
2618,247717,33075,42590,142341,21674,44281,131252,9804,39264,77072,9042,23072,75682,7094,25378,111505,8979,45107,100186,7122,27376,102949,5056,26589,58407,4914,21450,45011,6615,19340,73893,10196,30584,99293,10200,22939
2619,247753,32941,42688,142685,21708,43903,129703,10204,40412,77351,9163,22672,75682,6977,25496,109256,9643,46692,98879,6918,28887,102128,5433,27033,58811,4839,21121,45253,6619,19094,73792,10331,30550,98135,10460,23837
2620,247993,32926,42463,142798,21945,43553,130167,10423,39730,77458,8708,23020,75679,6989,25486,111272,9559,44760,100464,7208,27012,103379,5290,25925,59030,4448,21293,45520,6161,19285,73712,10544,30417,99504,10369,22559
2621,246306,34047,43028,141070,22687,44539,129741,10363,40216,76757,9202,23227,76013,6650,25492,109510,9591,46490,100662,7119,26903,101949,5236,27409,58246,4707,21818,45254,6254,19458,74113,9683,30878,98883,9920,23629
2622,246905,33086,43391,142487,21513,44296,130803,9706,39812,77342,9114,22730,75343,7187,25624,111093,9668,44830,99097,6458,29129,102777,5275,26543,58630,4316,21824,45740,6370,18856,73864,10184,30625,98553,10349,23529
2623,246497,34367,42517,141668,21483,45145,129804,10402,40114,77349,8884,22953,75501,6831,25822,109532,9785,46274,101326,7113,26244,102617,5187,26790,58210,4684,21877,45156,6625,19186,75014,9409,30250,99171,9832,23429
2624,248250,33404,41728,143157,21254,43885,130817,9747,39757,77457,8641,23088,75510,6841,25803,110907,9347,45337,99242,6840,28602,102706,5505,26383,58745,4589,21438,45685,6231,19051,73246,10205,31223,98273,10186,23973
2625,248592,32822,41968,142772,21687,43837,131066,10475,38779,77239,9084,22863,76162,6636,25356,110533,9550,45509,99212,6682,28789,102590,5728,26276,59738,4469,20564,45339,6496,19130,74099,9829,30745,99436,10096,22900
2626,248174,33684,41524,142428,22447,43421,130728,9783,39809,78241,8369,22575,75976,6689,25489,111707,8715,45169,100671,6415,27598,103165,5304,26124,58078,4787,21906,45560,6431,18975,74177,10276,30220,99053,10578,22801
2627,247261,33076,43045,141972,22058,44266,131251,9961,39108,77429,8836,22920,75645,7208,25301,109620,10166,45804,99340,6811,28534,103050,5490,26054,59237,4221,21313,45389,6351,19227,74394,9689,30590,99291,9478,23663
2628,247235,32448,43699,141756,22245,44295,131790,10369,38160,77745,8807,22634,75925,6701,25528,109375,9957,46258,98861,7777,28046,103338,5292,25964,58330,5022,21418,45669,6170,19127,74550,10043,30080,99138,10178,23116
2629,247724,32774,42884,143105,21717,43474,130888,10311,39122,77964,8377,22845,75718,7457,24978,109554,9705,46332,99633,7214,27837,102678,5722,26194,59617,4202,20952,45320,6151,19495,74589,10330,29754,100096,9886,22450
2630,247813,32504,43065,142389,21738,44169,131210,9887,39222,77347,8888,22951,76135,6573,25446,110496,9680,45415,99315,6706,28663,102526,5772,26295,58465,4386,21920,45130,6428,19409,74038,10442,30193,98777,10289,23366
2631,246572,33379,43431,142758,22008,43531,129872,10466,39982,76972,9189,23025,75153,6973,26028,110939,9192,45460,98417,8010,28256,103203,5254,26137,58698,4606,21467,45604,6299,19063,73506,9997,31170,99428,10103,22901
2632,246377,34019,42986,142676,21434,44186,130834,10003,39484,77472,8427,23287,76397,7175,24581,110218,9640,45733,100878,5714,28092,102128,5266,27200,58542,4637,21592,45373,6067,19525,74197,10327,30148,98379,10414,23640
2633,247071,32834,43477,141982,21929,44385,130880,9814,39626,76875,8743,23568,76185,6807,25162,110138,8490,46962,98956,7726,28003,102114,5561,26919,58659,4756,21356,45163,6411,19392,73700,10021,30952,99047,10227,23158
2634,247556,33325,42500,141712,22405,44179,130825,9915,39580,77434,8796,22956,77001,6800,24353,111326,9115,45150,99543,6734,28407,102575,5481,26537,57657,4419,22695,45664,5892,19409,74501,10084,30087,98516,10168,23748
2635,247276,33887,42219,142513,22024,43759,131589,9415,39316,76344,8984,23859,74939,7218,25996,110282,9404,45905,99134,6975,28575,101594,5150,27850,59256,4480,21035,44904,6565,19497,74767,9637,30269,98790,10366,23276
2636,247134,33412,42836,143659,21309,43328,131621,9855,38844,77540,8587,23059,75933,6745,25476,109751,9591,46248,100293,6754,27637,102187,5469,26939,58666,4721,21384,45254,6690,19022,74323,10259,30091,98956,9589,23887
2637,247416,32751,43214,142298,21885,44112,130963,9833,39524,77893,8598,22694,76598,6608,24948,110918,9011,45662,99470,7234,27980,102737,5599,26257,59119,4663,20989,45372,6513,19081,74065,9831,30777,98601,9845,23987
2638,246957,32041,44384,142128,21513,44655,130818,9799,39702,77678,8756,22752,75269,7089,25796,110322,9591,45679,100693,6838,27154,102655,5527,26412,59228,4362,21182,45210,6374,19382,74091,10154,30428,98363,10076,23993
2639,247882,33293,42207,141538,21965,44793,130359,10234,39727,77880,8592,22713,76000,6901,25253,111522,8902,45167,99114,6824,28747,102396,5582,26617,58511,4550,21710,45059,6218,19688,73818,10689,30166,98831,9604,23997
2640,247262,33817,42303,143049,21573,43674,130958,10181,39181,78157,8699,22330,75628,7094,25433,111808,9657,44126,99422,6667,28595,103101,5778,25715,58187,4706,21878,45102,6459,19406,75136,9913,29624,98395,10109,23928
2641,247237,34066,42079,142292,22202,43802,130850,9786,39684,77327,8572,23287,75249,7531,25373,109395,10023,46173,101467,6300,26918,102553,5648,26393,59177,4748,20845,45456,6260,19250,73596,9975,31102,98639,10308,23485
2642,245931,34047,43404,141668,21738,44889,130397,9501,40423,77330,8769,23086,75296,6847,26011,110926,9025,45640,98883,7235,28566,102084,5503,27007,58370,4494,21907,45534,6284,19148,75095,9819,29759,98588,10470,23374
2643,248834,32832,41716,141672,21779,44845,131969,9333,39018,76734,8704,23748,76314,6848,24992,109854,9511,46226,100018,7422,27245,103176,5004,26414,58567,4206,21998,45758,6292,18915,73456,10057,31160,98603,9667,24163
2644,248576,33076,41730,142397,21276,44624,130849,9545,39926,77984,8302,22900,76327,6573,25254,109065,9349,47177,100083,7077,27524,102756,5645,26193,58624,4822,21325,45855,6379,18733,74220,9599,30854,100447,9406,22579
2645,248026,32927,42428,142306,21796,44194,130766,10068,39487,76923,9369,22895,75603,7066,25485,110479,9533,45579,100493,6780,27411,102465,5840,26289,58000,4754,22018,45963,6363,18640,73606,10471,30596,99099,9899,23435
2646,247057,33298,43027,143232,20666,44398,130005,9979,40336,77551,8876,22760,75503,6996,25655,110493,9908,45190,99999,7926,26758,102540,5643,26412,58545,4579,21647,45587,6453,18926,74131,9797,30745,97255,11106,24071
2647,248384,32988,42010,143410,21624,43262,131012,9730,39578,77251,9024,22911,76556,7157,24441,109936,10169,45485,99837,6491,28356,102283,5532,26779,58533,4667,21571,45292,6451,19224,73785,10158,30730,99054,10181,23197
2648,247901,33073,42408,141771,22186,44339,131153,9951,39216,77583,8523,23080,76321,6470,25363,109796,9502,46293,100615,6873,27195,102884,5629,26081,58940,4220,21611,46014,6314,18638,74484,9985,30204,99050,10525,22857
2649,245984,33546,43853,143285,22108,42902,130921,10154,39245,77803,8671,22712,75829,7124,25201,109911,9216,46464,98678,7047,28959,102495,5679,26420,58643,4730,21398,45245,6588,19133,73926,10691,30055,99044,9790,23598
2650,247259,33226,42897,143704,21457,43135,130009,10436,39875,77270,8595,23321,75939,7052,25163,110546,9327,45719,98590,8331,27763,102639,5178,26776,58043,4896,21833,45786,6591,18590,73896,10419,30358,98154,9763,24516
2651,248419,32687,42276,142542,21252,44503,129664,10463,40192,77424,8869,22894,76644,7015,24495,110513,9271,45807,100561,6181,27942,103087,5441,26066,58817,4339,21614,44967,6569,19430,73368,10739,30566,98827,10085,23520
2652,248165,31886,43330,142257,21782,44257,130930,9890,39500,77988,8377,22821,76415,6910,24829,109517,9758,46316,99323,6583,28778,102609,5731,26254,58668,4517,21586,45174,6551,19241,73805,10266,30602,98783,10176,23473
2653,247842,32818,42722,141843,21850,44604,130276,10592,39452,77053,9145,22988,75629,7158,25366,111336,9386,44869,101287,6482,26914,102802,5348,26444,58809,4219,21743,45160,6534,19272,74188,9828,30657,98166,10407,23859
2654,246536,33508,43338,142310,21726,44260,131471,9732,39116,76848,8821,23518,75750,6697,25707,110988,9092,45511,100113,6033,28538,102446,5274,26875,58325,4746,21701,46158,6227,18581,73887,9936,30849,99381,10115,22936
2655,248616,33123,41642,142119,22097,44080,130305,10258,39757,77557,8591,23038,75799,7040,25315,110723,9638,45230,100232,6832,27620,102885,5215,26494,58493,4851,21427,43989,6773,20204,74495,10115,30063,99896,9951,22585
2656,247864,33018,42500,143289,21835,43172,131583,9749,38988,77630,8779,22777,75828,6625,25702,110256,9250,46085,100322,7376,26986,102342,5657,26595,57800,4704,22268,45088,6332,19546,74001,10182,30490,97946,10425,24060
2657,247226,32666,43490,142722,21606,43968,131174,10814,38333,76975,9011,23200,76069,6901,25184,109972,9382,46237,100511,7606,26567,102926,4948,26720,58302,4785,21684,45637,6295,19034,73942,9976,30755,98211,10797,23425
2658,247426,33547,42409,142500,21223,44574,130363,9841,40117,77201,8619,23366,75861,6942,25352,110081,9429,46081,99511,6788,28385,102538,5393,26662,58625,4586,21560,45306,6414,19246,74333,10656,29685,97561,10679,24193
2659,246324,33678,43380,142643,21788,43865,130341,10002,39978,77194,8820,23173,75460,6946,25748,111187,9394,45010,100425,7344,26915,102477,5327,26789,59276,4750,20745,45523,6152,19292,74062,10607,30004,98250,10485,23697
2660,247117,33036,43229,142141,21165,44990,130875,9705,39741,77534,8908,22744,76348,7022,24784,110150,9257,46184,101524,6499,26661,102548,5928,26117,58702,4505,21565,44929,6667,19369,73786,10134,30753,99099,9665,23668
2661,247980,33272,42130,142751,21908,43637,131112,9699,39509,76922,9068,23197,75265,6706,26184,110789,9589,45213,100547,6240,27897,102988,5152,26453,58355,4659,21758,45648,6206,19112,74016,10575,30082,99297,9690,23445
2662,248182,31837,43364,141701,22023,44571,131076,10094,39150,77358,8860,22968,75598,7269,25287,110092,9451,46048,100536,6627,27520,101649,5510,27435,58393,4808,21570,45839,6201,18925,73953,9913,30807,98977,10119,23336
2663,247703,32973,42706,142263,22741,43292,129883,10311,40126,76798,8789,23598,75165,6968,26021,110564,9516,45511,100359,6676,27650,102769,5844,25981,57954,4616,22201,45674,6560,18732,73815,10095,30764,98395,10536,23501
2664,248348,32825,42209,142268,21442,44586,131263,9986,39071,77396,8403,23387,75423,6735,25996,111358,9122,45111,99286,6949,28449,102350,5095,27149,58912,4682,21177,45618,6429,18919,74728,10051,29895,99305,9822,23305
2665,247436,32791,43155,142747,21841,43708,131170,9900,39250,77955,8364,22866,76428,6619,25108,110264,9294,46034,99018,7154,28512,102876,5085,26633,58256,4471,22044,45443,6258,19266,74006,10435,30233,99421,10254,22756
2666,246718,33406,43258,141598,22079,44618,131244,10265,38811,77755,8896,22535,76310,7008,24836,111337,9127,45127,100692,6278,27714,102493,5605,26496,58584,4797,21391,45530,6001,19434,74507,9928,30238,99616,9930,22886
2667,247410,33486,42486,142413,22380,43503,129886,9963,40471,77708,8659,22819,76755,6850,24549,109894,9377,46320,99247,7288,28149,103456,5322,25816,58550,4542,21680,45176,6408,19382,74684,9814,30175,98936,10518,22978
2668,247529,33967,41886,142928,21650,43718,131237,9583,39499,78104,8482,22600,75544,6976,25634,111387,9164,45039,100059,7409,27215,102395,5696,26503,57789,4705,22277,45490,6111,19365,74190,10193,30289,99059,9967,23406
2669,247940,32690,42753,141981,22016,44299,131810,9537,38973,77048,8778,23360,75825,6747,25582,109203,9094,47294,100524,5735,28425,102578,5646,26370,58053,4884,21834,45072,6451,19442,73745,10639,30290,98498,10381,23553
2670,245955,33557,43870,143033,21632,43631,130826,10320,39174,77081,8721,23384,75022,6779,26353,109873,9792,45926,100290,7310,27084,102808,5217,26570,58428,4809,21534,45066,6328,19573,73947,9918,30808,98294,10275,23864
2671,247830,32748,42804,142796,21708,43791,130562,9950,39808,77206,8867,23112,76124,7001,25030,110056,9777,45759,100992,6314,27378,101366,5326,27902,58941,4513,21318,45350,6486,19129,75314,10112,29247,98354,9942,24136
2672,248044,32241,43098,141500,21294,45502,130082,10101,40137,76844,9069,23273,77181,6952,24021,109529,10257,45805,99378,7315,27992,102611,5456,26527,58664,4875,21231,44769,6490,19708,74061,10470,30142,98769,10490,23174
2673,247150,33691,42541,141959,22157,44180,131651,10028,38640,76661,8981,23545,76281,6885,24988,111034,9300,45257,101457,6382,26845,103386,5052,26157,58614,4307,21850,45007,6573,19386,73709,10252,30712,98909,9966,23557
2674,248586,32664,42132,141560,22102,44634,131447,10133,38740,77237,8665,23284,75484,7367,25303,110770,9231,45591,100986,6896,26802,103172,5379,26044,57653,4951,22167,45132,6192,19642,74318,10301,30054,99203,10152,23076
2675,246400,33308,43673,142495,21286,44515,131128,9790,39402,76987,8771,23428,75561,7091,25502,110718,9083,45789,98841,7204,28639,102480,5306,26807,58623,4354,21794,45878,6393,18695,74144,10131,30398,99597,10283,22552
2676,246898,33072,43412,141730,21602,44963,131390,9969,38961,77487,8933,22765,75496,6665,25993,110631,9552,45408,101059,6701,26925,101100,5972,27521,59451,4169,21152,45810,6296,18860,74390,10256,30028,99811,10059,22562
2677,247924,33408,42049,142635,21928,43733,131600,9605,39115,77006,8742,23437,76305,6564,25285,111198,9203,45190,99565,6665,28454,102381,5749,26464,59235,4314,21222,45236,6261,19469,73994,10626,30054,98314,10063,24055
2678,247620,33493,42268,142899,21295,44102,130845,10021,39454,77475,8665,23046,75439,7015,25700,110089,9374,46128,99907,6650,28127,102674,5595,26325,59635,4222,20914,45072,6521,19373,73666,10522,30486,98240,11003,23188
2679,248247,32978,42157,142592,21329,44375,130313,10053,39954,77339,8757,23090,75560,6745,25848,110109,9740,45742,99689,6608,28387,102732,5499,26363,58825,4269,21677,45552,6711,18703,74623,10339,29710,98962,10287,23184
2680,249110,33006,41266,142766,21597,43933,131934,9668,38718,77322,8994,22870,76353,6729,25072,109732,9310,46549,99960,7206,27518,101303,6147,27143,58089,4534,22148,45670,6527,18770,74401,10167,30105,99174,9982,23276
2681,247658,32244,43480,143231,22109,42955,131529,10087,38704,77965,8761,22460,75302,6988,25864,108709,9540,47342,98856,7594,28235,103403,5035,26156,59002,4546,21223,45446,5849,19671,73651,10237,30785,98518,10745,23169
2682,249766,31868,41748,143553,22268,42475,130635,9884,39802,77422,8951,22813,75985,6983,25185,110041,9624,45926,99046,7848,27790,102726,5396,26471,59028,4531,21212,44386,6436,20144,73899,10168,30606,98677,10496,23259
2683,248784,32660,41938,141503,20939,45854,130314,10057,39949,77914,8709,22563,75556,7196,25402,111115,9539,44937,100281,7155,27248,102609,5667,26318,59120,4534,21117,45419,6257,19290,74764,9625,30284,98516,10946,22970
2684,248193,32357,42832,141529,22336,44430,130524,9944,39852,77211,9184,22792,75829,7268,25057,110927,9444,45220,99018,7529,28137,102629,5576,26389,58667,4337,21767,45427,6065,19475,74520,10104,30049,98168,10263,24001
2685,248114,33919,41349,142603,21919,43774,130480,10261,39579,77264,8957,22965,76249,6759,25147,110934,9690,44967,100152,7032,27499,103160,5394,26040,59009,4372,21390,45272,5841,19853,74225,10426,30022,98727,10580,23125
2686,247985,32811,42586,141906,22360,44030,130203,10069,40048,77771,8799,22617,75607,7252,25295,111942,9189,44460,100303,6952,27428,102700,5650,26244,59122,4895,20754,45524,6231,19211,74550,9712,30411,99507,9839,23086
2687,248997,32745,41640,142084,21916,44296,132237,9658,38425,76966,8697,23523,76469,6714,24972,110705,9133,45753,100316,6416,27952,102680,5669,26244,58351,4544,21876,44930,6754,19281,74252,10280,30141,98723,10330,23379
2688,245687,34400,43294,141902,21452,44942,131359,9651,39311,77079,8883,23223,75820,6773,25560,108931,9294,47365,101401,7655,25629,102099,5106,27389,58653,4672,21445,45475,6215,19276,74880,9838,29955,98760,9810,23862
2689,247535,32979,42868,141734,21921,44642,130879,9737,39704,77306,8446,23435,75372,7109,25673,111133,9345,45114,99280,6796,28608,102439,5516,26639,58394,4781,21596,45431,6244,19290,74241,9949,30483,98185,10212,24036
2690,247542,32498,43342,142777,20958,44562,130915,10058,39346,76779,8613,23794,76942,7079,24133,109669,9622,46300,100849,7168,26667,101618,5150,27826,58687,4528,21556,45386,6391,19189,74719,9982,29972,98952,10185,23295
2691,247943,33050,42388,142349,21697,44250,130086,10158,40076,77009,9010,23167,76303,7500,24351,110515,10005,45071,100889,6920,26875,102333,5578,26683,58332,4263,22175,45330,6768,18868,74790,10182,29701,99058,10047,23327
2692,247524,32646,43212,143669,21529,43097,131287,10224,38808,76927,8590,23669,76382,6860,24912,109532,9356,46703,98902,7714,28068,101747,5784,27063,59101,4470,21200,45499,6549,18918,73772,10685,30216,99288,10096,23048
2693,247225,33595,42563,141931,21613,44752,132253,9385,38683,76821,8431,23934,75463,7017,25674,110807,9196,45587,99159,8158,27367,103250,5176,26169,58329,4885,21556,45249,6499,19218,74583,10143,29947,98830,9660,23942
2694,247098,32945,43340,141410,22480,44406,130623,10054,39643,76995,8772,23419,75868,7046,25240,108997,9382,47213,100293,7033,27357,103035,5663,25896,58882,4409,21479,45558,6515,18892,74071,9849,30753,99137,9879,23416
