,sy2010sthdH,sy2010sthdHNC,sy2010sthdW,sy2011sthdH,sy2011sthdHNC,sy2011sthdW,sy2012sthdH,sy2012sthdHNC,sy2012sthdW,sy2013sthdH,sy2013sthdHNC,sy2013sthdW,sy2014sthdH,sy2014sthdHNC,sy2014sthdW,sy2015sthdH,sy2015sthdHNC,sy2015sthdW,sy2010chnkH,sy2010chnkHNC,sy2010chnkW,sy2011chnkH,sy2011chnkHNC,sy2011chnkW,sy2012chnkH,sy2012chnkHNC,sy2012chnkW,sy2013chnkH,sy2013chnkHNC,sy2013chnkW,sy2014chnkH,sy2014chnkHNC,sy2014chnkW,sy2015chnkH,sy2015chnkHNC,sy2015chnkW
3506,248486,32143,42753,142040,22007,44249,130639,9979,39702,77726,8556,22904,75560,7068,25527,109733,9327,46531,99914,6412,28358,102599,5487,26508,58716,4685,21370,45708,6180,19078,74451,10057,30166,98083,10685,23664
3507,247002,33622,42758,142259,22392,43645,131749,9968,38603,77137,8728,23321,75378,7161,25615,110293,9257,46041,100606,6567,27511,102317,5402,26875,58836,4442,21493,45789,6227,18951,74098,10172,30403,99329,10390,22714
3508,248210,31980,43192,141770,21602,44924,130843,10413,39065,76961,8764,23461,75632,7364,25158,110968,9007,45616,100993,6971,26720,101758,5521,27315,58404,4415,21952,45020,6422,19525,74497,10337,29839,99297,10096,23039
3509,247699,32886,42797,142655,22576,43066,130704,9790,39826,77466,8426,23293,75507,6830,25816,110661,9152,45779,98555,7268,28861,102730,5394,26470,58410,4202,22159,45203,6451,19312,74133,9962,30579,98775,10568,23089
3510,248392,32869,42121,141872,22262,44162,130873,10144,39303,77414,8942,22829,75021,7017,26116,109774,9393,46424,100131,6830,27723,102088,5672,26835,58546,4537,21688,45399,6326,19240,75697,10394,28582,98454,10341,23637
3511,245771,33693,43918,143287,21886,43123,131162,9688,39470,77254,8298,23635,75754,7058,25342,110880,9429,45283,101323,6670,26690,102452,5540,26601,57834,4484,22453,45410,6736,18819,73739,10012,30922,98723,10377,23332
3512,246708,33812,42862,141546,22465,44285,129849,9764,40707,77441,8601,23144,76780,6873,24501,110653,9462,45476,100418,7168,27098,103677,5177,25740,59195,4751,20825,45948,6151,18867,73736,9666,31271,98731,10459,23243
3513,248137,32826,42419,142080,21955,44261,131167,10154,38999,77084,8923,23180,76260,6796,25098,111196,9371,45024,100346,6936,27403,102843,5668,26083,59069,4754,20948,45236,6345,19385,73106,10613,30954,98424,10123,23885
3514,247153,33455,42774,141948,21762,44585,129157,10176,40987,77091,8716,23380,75737,6614,25803,110424,9196,45971,98826,7034,28824,101871,5472,27251,58967,4807,20997,45199,6512,19256,73927,10139,30606,98076,10467,23889
3515,247351,32774,43257,143166,21479,43652,131472,10422,38426,76631,8988,23567,75667,6843,25645,109898,9139,46554,99871,6880,27932,103277,4997,26320,58519,4712,21539,45315,6382,19269,73924,10324,30425,99169,10089,23174
3516,246285,33304,43793,142296,21929,44071,130590,10204,39527,77083,8912,23191,75481,7410,25263,110832,10052,44707,100036,6537,28112,102459,5236,26898,59467,4625,20679,45446,6436,19084,74449,10147,30077,98754,10459,23219
3517,246492,33526,43364,142376,21874,44046,130717,10004,39598,77530,8612,23044,75481,7272,25401,109868,9655,46068,98887,7396,28401,101988,5453,27154,57768,5076,21927,45581,6124,19261,73446,9878,31349,99033,9472,23927
3518,248531,32761,42090,144057,20907,43332,130161,10567,39592,77311,8776,23100,76022,7035,25098,111842,9553,44196,100688,7050,26946,102731,5153,26710,59295,4243,21233,45007,6867,19092,74466,10196,30011,98824,10077,23530
3519,247717,33825,41839,142227,21251,44818,131601,9632,39088,77501,8920,22765,75576,6863,25715,109838,10060,45694,101397,5747,27540,102553,5500,26541,58271,4715,21785,45324,6415,19227,73504,10653,30516,99262,10334,22836
3520,247413,33641,42328,141492,22720,44085,130454,9669,40197,77617,8840,22729,74913,6917,26325,110294,8740,46557,100968,6619,27097,102469,5661,26464,58456,4772,21543,45691,6251,19024,74910,9926,29838,98841,9774,23817
3521,248070,32689,42623,143702,20962,43633,131076,10160,39084,77448,8778,22961,76166,6851,25138,110821,9208,45562,101063,7363,26259,102399,5576,26620,58833,4478,21460,45157,6270,19540,73535,9957,31181,99104,10005,23323
3522,247156,33039,43187,143169,21134,43993,132530,9628,38163,77301,8536,23349,75614,6947,25593,112136,8824,44631,99988,7016,27679,102349,5557,26688,59130,4403,21238,45008,6417,19541,73905,9950,30818,99190,9706,23536
3523,246764,33865,42754,142401,21491,44404,130584,10299,39437,77509,8761,22916,76623,7197,24334,111387,9241,44964,98726,7795,28164,102829,5380,26384,58842,4416,21513,45432,6154,19380,73701,10639,30333,98255,10447,23729
3524,247227,33125,43029,141759,21813,44724,131579,9923,38818,77677,8884,22624,76598,6458,25098,111453,9530,44609,101824,6682,26179,102100,5639,26854,59063,4573,21135,45749,6268,18949,73995,10101,30577,98806,10964,22662
3525,248116,32527,42739,142171,21611,44514,130637,10262,39420,77379,9105,22702,76138,6733,25283,111033,9330,45227,100000,7381,27304,102731,5628,26235,59382,4208,21181,45670,6248,19048,73512,10577,30585,98401,10607,23425
3526,247382,32915,43085,140920,22222,45154,130865,9519,39936,77840,8523,22823,75991,6823,25340,109960,9638,45993,101376,6526,26782,102576,5292,26726,58523,4338,21909,45188,6422,19356,74629,10066,29978,99684,9740,23008
3527,246809,33226,43346,141887,22282,44127,130719,10452,39148,76874,8626,23686,76895,6549,24710,109342,9505,46743,99292,6685,28707,102681,5593,26320,58995,4506,21270,45787,5946,19233,74387,10193,30093,99614,10090,22729
3528,248838,32316,42228,142570,21847,43880,130784,10497,39039,77013,8686,23487,76510,6524,25120,109991,9090,46510,100481,6922,27281,102444,5604,26546,59439,4125,21207,45113,6520,19333,74261,9829,30583,98935,10481,23016
3529,248731,32876,41775,141949,22270,44077,129901,10611,39807,78171,8818,22197,75285,7257,25613,110055,9697,45839,100092,6518,28074,102356,5505,26733,58202,4684,21885,45207,6422,19337,74067,9968,30639,99593,9975,22864
3530,247234,33683,42465,141555,21868,44872,130679,10270,39370,77013,8367,23806,75073,6978,26103,110196,9416,45979,99770,7292,27622,101876,5006,27712,58698,4216,21856,45626,6104,19236,73596,10357,30720,99049,10224,23159
3531,248532,33039,41811,142166,21790,44341,130848,10121,39350,77441,8941,22804,75780,6957,25418,110506,9636,45450,100188,7244,27252,102108,5267,27219,59043,4376,21353,45329,6197,19440,73838,10263,30572,98783,10830,22819
3532,249840,32230,41312,140946,22954,44396,131501,9529,39290,77981,8597,22608,76312,6516,25325,110645,9462,45485,101229,6381,27073,102787,5493,26314,59375,4236,21160,45430,6523,19013,75046,9235,30392,98476,10470,23487
3533,247030,33463,42890,142186,22247,43863,130627,10095,39599,76436,8948,23802,75537,7200,25417,110642,9078,45871,100232,7051,27402,102554,5493,26547,58787,4466,21518,44991,6468,19507,73979,10423,30271,100036,9978,22417
3534,248112,31779,43491,142632,21516,44148,130596,10093,39631,77767,8602,22817,75647,7219,25288,111462,9280,44849,100988,7307,26389,102524,5578,26492,58618,5066,21087,45065,6527,19374,73485,9879,31309,98088,10244,24100
3535,247478,32796,43108,143745,21622,42929,130557,10183,39580,77819,8149,23219,75682,6990,25482,110751,9474,45367,100119,6619,27945,103218,5613,25764,58965,4185,21622,45179,6415,19372,74089,10323,30260,99300,10261,22871
3536,246876,33204,43302,142193,21583,44520,130693,9773,39854,77573,8821,22792,76106,6900,25147,110079,9305,46207,99926,6870,27889,101909,5564,27121,58556,4683,21532,45684,6123,19159,74243,10071,30359,98677,10038,23716
3537,249014,32472,41897,141897,22444,43955,131197,10316,38807,76697,8954,23535,77034,6892,24228,109099,9733,46759,99960,6654,28070,102260,5283,27051,58840,4692,21239,45276,6172,19518,73495,9998,31180,98547,10596,23289
3538,245779,34289,43314,142509,22017,43770,131150,9880,39290,77165,8956,23065,75296,7214,25644,109741,9226,46624,99845,7322,27517,102317,5130,27148,58877,4098,21796,45323,6547,19096,74160,10008,30504,98711,9663,24058
3539,246881,33563,42938,142902,21523,43871,130225,10462,39633,76869,8962,23354,76478,6704,24972,108842,9345,47404,99116,7277,28291,102674,4724,27197,58754,4466,21550,45541,6424,19001,74398,9852,30422,99995,9666,22770
3540,247846,32840,42696,142485,22061,43750,129604,9913,40803,76570,8927,23689,76404,6490,25259,111006,9450,45135,100699,6724,27262,103240,5295,26059,57935,4681,22154,45444,6278,19245,73947,10258,30469,98047,10388,23996
3541,249374,32145,41863,140380,22176,45740,130616,9827,39877,77057,8970,23158,76384,6945,24825,111286,9168,45137,102186,6824,25674,102790,5699,26105,58949,4521,21301,45606,6564,18796,73437,10343,30893,98902,10130,23400
3542,247615,33213,42554,143007,21839,43449,130662,9677,39981,76981,9144,23061,76102,6815,25237,110302,9606,45683,100532,6699,27453,102405,5376,26813,58267,4987,21517,45520,6358,19087,74864,10272,29537,98219,10159,24054
3543,247526,32806,43049,144091,21363,42842,130166,10185,39969,78269,8346,22571,75142,7664,25348,110644,8587,46360,100819,7035,26830,102576,5299,26720,58754,4760,21257,45750,6286,18930,73685,9953,31035,98792,9857,23782
3544,245628,33861,43892,142065,22597,43633,130596,9630,40094,77143,8733,23310,75292,6938,25924,111365,9188,45039,99471,7136,28077,102119,5794,26680,58822,4436,21513,45538,6618,18811,74178,10474,30021,99737,9508,23188
3545,248015,32376,42991,141774,21434,45088,130894,10370,39056,77924,8582,22680,76949,6593,24612,110468,9327,45796,99895,7614,27175,102296,5198,27100,58924,4831,21015,45624,6246,19096,73709,10289,30674,98586,10098,23748
3546,248134,32558,42690,141553,22377,44366,130950,9779,39591,76759,8690,23737,75340,7259,25555,109827,9352,46412,100364,7154,27167,102494,5298,26802,58619,4493,21659,45202,6554,19210,74309,10272,30092,99384,9991,23057
3547,249054,32965,41363,141380,21464,45452,130884,10049,39387,77147,8768,23271,75841,7293,25020,110680,9077,45834,98889,7255,28540,102836,5443,26315,58010,4702,22060,45077,6208,19681,74456,10170,30047,99199,9878,23355
3548,247636,34119,41628,141691,21703,44902,130426,10244,39649,77893,8668,22625,75440,6756,25958,110473,9738,45380,100950,7073,26661,102499,5673,26422,58313,4571,21887,45285,6438,19243,74520,9698,30454,99176,10499,22756
3549,249085,32066,42231,142315,21497,44484,129490,10127,40703,77191,8787,23208,76195,7091,24868,109731,9606,46254,99425,6762,28498,102753,5419,26422,58513,4923,21335,45045,6113,19808,73346,10130,31198,99091,10585,22756
3550,245943,34305,43133,140681,21519,46096,132433,9756,38131,77487,8431,23268,76202,7258,24693,110183,9221,46187,101833,6679,26172,102344,5516,26734,58687,4659,21425,45429,6332,19205,74155,10059,30460,99443,9820,23169
3551,246736,33472,43174,142001,21746,44549,130738,9914,39668,76995,9066,23125,76821,6717,24615,111143,9278,45170,99905,6953,27827,101999,5823,26772,58740,4346,21685,45526,6260,19180,73860,10349,30465,99608,9415,23409
3552,246517,33417,43448,142394,22040,43862,130533,10220,39566,77390,8568,23228,76188,7034,24933,110070,9655,45865,100874,6835,26975,102876,5512,26206,58622,4966,21183,45694,6248,19024,73826,10642,30205,98020,10378,24033
3553,246918,32869,43595,142278,21770,44248,131096,10034,39190,77726,8811,22649,76186,6719,25250,109157,8992,47442,100826,6996,26861,102710,5267,26618,58686,4690,21395,45907,6434,18625,74229,10397,30048,98322,10693,23417
3554,247592,33094,42696,142710,21787,43799,131364,9599,39356,77632,8894,22660,75602,6939,25613,109431,9719,46441,100606,5965,28112,102065,5529,27000,58088,4420,22262,45214,6374,19379,74150,10566,29957,97915,10290,24227
3555,247861,33266,42255,143332,21142,43822,130756,10368,39195,77456,8777,22953,75231,7286,25637,110393,9330,45868,99609,7604,27471,101896,5905,26792,59363,4331,21077,45444,6199,19323,74311,10874,29489,98191,10471,23770
3556,247877,33037,42468,142396,21244,44657,130868,10068,39383,77366,8589,23231,75643,7208,25303,109957,9223,46412,100767,6743,27174,102693,5348,26553,58021,4751,21999,45047,6862,19057,74672,9784,30216,98677,10156,23599
3557,248336,32892,42154,141955,22119,44222,131050,9518,39751,77074,8773,23339,76108,7046,25000,109650,9629,46312,100052,6660,27972,102443,5724,26427,58664,4284,21823,45681,6321,18965,73356,10188,31128,99312,9833,23286
3558,247969,32910,42503,141056,22824,44417,130707,10335,39278,78243,8397,22547,76510,7126,24518,109965,9299,46327,100386,6853,27445,102158,5474,26961,58801,4916,21054,45124,6607,19235,74262,9495,30916,98132,10358,23942
3559,246478,33844,43060,142606,21573,44117,131776,10374,38169,77610,8741,22834,76353,7092,24709,110847,9732,45012,100170,7361,27152,102599,5328,26667,58792,4840,21139,45130,6529,19307,74213,10819,29641,98732,10324,23375
3560,247604,33334,42444,142288,22200,43808,131084,10131,39106,76951,8851,23384,75683,6958,25513,111013,9323,45255,100365,6870,27448,102006,5776,26812,58439,4564,21768,44683,6891,19392,74255,9607,30811,98532,10535,23365
3561,246661,33116,43605,142347,22553,43396,131237,10165,38918,77484,8728,22973,76059,6617,25478,110185,9475,45931,100973,6532,27178,103161,5641,25792,58195,4518,22058,44707,6419,19840,74413,10337,29923,98428,9713,24291
3562,248455,32151,42776,143190,21321,43785,131536,9705,39079,76667,8650,23869,76178,6469,25507,110917,9237,45438,99339,7333,28013,102868,5288,26438,58372,4826,21574,45472,6496,18998,74088,9978,30606,98356,10344,23732
3563,247310,32730,43341,141525,22363,44407,129566,10070,40684,77328,8548,23310,76166,6767,25221,110145,9271,46175,99650,7020,28013,102427,5727,26440,58612,5042,21117,45205,6397,19365,73943,10183,30547,98205,9806,24421
3564,246091,34427,42864,142268,22529,43499,130810,10266,39243,77158,8690,23337,75856,6970,25328,109796,9812,45983,98628,7126,28931,102595,5202,26797,58175,4755,21841,45504,6058,19404,74044,10458,30171,98762,10149,23521
3565,247214,33448,42720,142527,22195,43573,131174,9724,39422,77621,8852,22714,75827,7023,25304,110894,8656,46041,99043,7214,28427,103051,5145,26398,58694,4900,21178,45545,6173,19249,73577,10235,30861,98841,10459,23132
3566,246661,33255,43466,142332,21813,44151,129757,10302,40261,77322,8391,23473,76554,6687,24912,110223,9588,45780,101305,6871,26508,103402,5607,25585,58975,4223,21574,45758,6076,19132,73266,10222,31184,98925,9934,23574
3567,248175,31846,43360,142306,21803,44187,130307,9928,40085,77468,8526,23191,75182,7030,25943,110469,9093,46029,99781,7740,27163,103197,5296,26101,58828,4584,21359,45516,6331,19119,74420,10284,29970,99178,10083,23170
3568,248917,31851,42614,142819,21440,44037,130900,10234,39186,76972,8848,23365,76129,6796,25229,110670,9409,45512,99847,6958,27879,102569,5813,26212,59733,4770,20267,45368,6172,19427,74460,10253,29960,99330,10406,22696
3569,247306,34076,42000,143058,22125,43113,130892,10239,39189,77029,8751,23407,75914,7194,25047,110835,9405,45351,101053,6796,26835,101124,5570,27900,58375,4851,21545,45038,6279,19648,73893,10236,30545,98330,10033,24068
3570,246739,33369,43274,142196,22319,43781,130904,9944,39471,76824,8996,23366,76024,7108,25022,110248,9757,45586,98734,7311,28640,102706,5282,26606,58268,5042,21460,45659,6092,19215,74050,10806,29817,98240,10940,23252
3571,248093,31825,43464,142821,22063,43412,131119,10147,39054,77097,8672,23417,76888,6908,24359,111304,9759,44527,99658,7362,27664,102167,5589,26838,58764,4303,21704,45433,5992,19541,73559,10228,30886,98154,10038,24240
3572,247299,32568,43515,141862,21565,44869,130375,10722,39222,77103,8415,23668,76435,6372,25347,110145,9555,45892,101010,7329,26345,101901,5481,27212,58651,4825,21295,44536,6969,19460,74779,10105,29789,98471,9763,24199
3573,246973,33104,43305,141026,22359,44910,131083,9876,39361,77363,8515,23307,75266,7054,25833,111775,9696,44120,100808,7218,26658,101801,5380,27413,58502,4905,21364,45567,6467,18932,73911,10628,30134,99614,9800,23017
3574,246702,33172,43508,141258,22761,44277,131132,10134,39055,78107,8375,22704,75909,6554,25691,110559,9377,45656,101016,6647,27021,102843,5174,26576,57888,4891,21992,45825,6103,19038,74135,9953,30585,98582,9863,23987
3575,248284,32575,42523,142990,22248,43057,130455,10162,39703,77303,8351,23532,75279,7139,25737,109396,9339,46855,101015,6882,26786,101963,5710,26920,58709,4630,21433,45510,6062,19394,74673,10659,29341,99258,10702,22472
3576,247413,32479,43490,142563,21648,44084,130709,10446,39165,76636,8835,23715,74603,7162,26388,109642,9400,46550,100982,6383,27319,103101,5650,25843,58820,4308,21643,44863,6480,19623,74727,9919,30027,99673,9168,23591
3577,247497,33622,42263,142299,22021,43977,130907,10125,39288,77104,9064,23018,75862,6768,25524,110912,8757,45922,100076,6389,28218,102088,5400,27107,58845,4415,21511,45074,6199,19693,74344,10107,30221,98437,10487,23509
3578,247141,33047,43195,141703,21999,44594,131400,9970,38949,77397,8823,22966,75245,7281,25627,111577,9557,44458,99819,6462,28404,102734,5553,26307,58551,4615,21606,44655,6616,19696,74114,10431,30128,99282,10303,22847
3579,248152,32550,42680,142508,22157,43631,130321,10593,39406,76545,8702,23939,76244,6527,25382,110726,9672,45193,100499,7190,26995,102237,4996,27361,59269,4252,21250,45742,6183,19040,73910,10296,30466,99119,10220,23093
3580,247733,33300,42348,142904,22208,43184,130790,10164,39366,77127,8581,23478,75672,7298,25184,109540,9227,46824,100340,6783,27560,102404,5571,26619,58772,4312,21687,45001,6163,19802,74310,9868,30495,99393,9882,23157
3581,246831,33231,43319,142329,21579,44388,131668,10193,38459,77650,8715,22821,75588,6953,25613,109798,8942,46851,99595,6371,28718,103038,5597,25959,58309,4396,22066,45263,6441,19262,74071,10626,29975,99465,9894,23073
3582,246678,34055,42649,142604,21735,43957,131170,10034,39116,77349,8726,23111,75726,7141,25287,111043,9708,44840,101262,6665,26757,102371,5531,26692,58351,4622,21798,45589,6386,18992,74100,9890,30682,99045,9989,23399
3583,249204,32210,41968,141705,21731,44859,130884,10334,39102,77794,8512,22880,75989,6831,25334,110610,9630,45351,100146,6694,27844,102799,5374,26421,58562,4714,21494,45746,6118,19102,72715,10471,31487,98742,10192,23498
3584,246475,33597,43310,142184,21513,44599,131483,9739,39098,78334,8591,22261,76383,6827,24945,109095,9177,47319,98866,7422,28396,103040,5529,26026,59106,4524,21141,44896,6354,19717,74359,10071,30243,99218,10069,23145
3585,247127,33218,43037,141906,21677,44712,131690,9625,39005,77063,8766,23357,75287,6553,26313,110493,9301,45797,100788,6832,27063,101583,5446,27565,58662,4844,21266,45645,6469,18852,74546,10335,29792,98459,10300,23673
3586,247751,32795,42836,142520,21864,43911,130118,10474,39728,76615,8953,23618,75967,6710,25477,110945,8984,45662,100939,6203,27541,102546,5309,26739,58613,4274,21884,45732,6134,19100,74278,10450,29944,99034,10687,22711
3587,248010,32932,42440,142805,21728,43762,130220,10124,39975,77268,8732,23185,75866,7271,25017,110325,9568,45698,99766,6891,28027,103186,5336,26072,58206,4802,21763,45651,6309,19006,73625,10378,30671,98538,10306,23588
3588,247103,32095,44184,140560,23042,44694,130435,10191,39694,77967,8538,22681,75331,6934,25889,110812,9847,44932,99162,7147,28375,102219,5361,27014,58901,4164,21706,45851,6342,18773,74222,10004,30447,98842,10274,23316
3589,247391,33475,42516,142608,21556,44132,130804,9645,39871,77323,8375,23488,75337,7188,25628,110968,9219,45405,99362,6973,28349,103450,5415,25729,58542,4413,21817,45097,6414,19455,73994,10230,30449,98438,9997,23998
3590,248196,33913,41272,141650,22537,44109,131349,9754,39217,77735,8630,22821,75779,7015,25360,109557,9370,46664,101225,6702,26756,102988,5451,26155,58719,4599,21453,45076,5933,19956,73912,9937,30824,99863,9382,23187
3591,247631,32519,43232,141682,22611,44003,131384,9433,39503,77486,8658,23043,75268,7149,25738,110232,9512,45847,100537,6729,27418,103593,4888,26113,58281,4780,21710,45376,6297,19293,73412,10143,31118,99568,9575,23289
3592,248195,34084,41103,142261,22041,43994,129834,10649,39836,77329,8692,23165,75548,6631,25975,111566,9115,44911,99831,7493,27360,102528,5929,26137,58673,4707,21392,45439,6721,18805,73793,10529,30351,98790,10188,23454
3593,248987,32995,41401,143111,21230,43955,129829,9786,40705,77570,9098,22518,75913,7130,25110,111868,9296,44427,99949,6553,28182,102443,5700,26451,58514,4694,21564,45309,6385,19272,73484,10370,30820,98529,10189,23714
3594,249008,32596,41778,142048,21528,44719,131689,9708,38923,76605,9230,23350,75792,6936,25426,110247,9071,46273,99587,7145,27952,102793,5899,25902,59378,4535,20858,45667,6284,19015,74370,10483,29820,98962,10100,23371
3595,246807,33363,43213,142184,21559,44553,130019,10089,40212,77249,8676,23261,75913,6970,25271,111243,9191,45157,100878,6561,27245,102826,5355,26413,59546,4429,20796,45154,6144,19668,73099,10528,31046,98529,10800,23103
3596,247636,34034,41712,142248,22082,43966,129950,10513,39857,77405,8482,23299,76801,6491,24863,111235,9418,44937,100710,7488,26486,102084,5523,26987,58247,4228,22296,45389,6223,19354,74017,10466,30189,99818,10400,22215
3597,248188,31965,43229,142707,21693,43896,130283,9803,40234,76945,8803,23437,76087,6653,25414,110219,9419,45953,99625,7088,27971,102059,5278,27257,58500,4792,21479,45125,6356,19485,73954,10400,30319,98152,10430,23850
3598,248134,31914,43334,142153,22013,44131,130066,10161,40093,77223,8961,23002,75977,6844,25334,111065,9229,45298,100356,6795,27533,102672,5601,26320,58810,4565,21396,44996,6141,19829,74878,10029,29767,98277,10209,23946
3599,245801,33970,43611,142760,21605,43931,129976,9831,40513,77236,9051,22900,75347,6951,25856,109532,9344,46716,99974,6850,27860,102065,5620,26908,58280,4901,21589,45826,6118,19022,75299,10053,29321,98298,11070,23063
3600,248046,33412,41924,141886,21344,45065,131273,9836,39211,77478,8591,23117,75533,7083,25538,109156,9928,46507,100923,7015,26746,102289,5583,26722,58110,4220,22441,45403,6329,19234,73375,10674,30624,99049,10058,23325
3601,245961,34137,43284,142234,21248,44814,131295,10193,38832,77858,8357,22971,76075,6966,25113,109824,9657,46109,100235,7327,27122,102633,5298,26663,58219,4719,21833,45250,6503,19213,73696,9780,31196,99129,9958,23345
3602,247536,33200,42646,142098,21734,44464,131023,10082,39215,77638,8787,22762,76400,6518,25235,110354,9289,45948,99613,6665,28406,102368,5412,26814,57958,4871,21942,45374,6628,18965,74639,10115,29919,98348,10416,23668
3603,247385,32598,43399,142844,21961,43490,131724,9690,38906,77209,8851,23126,75023,7165,25966,109642,9739,46210,98985,7408,28291,102487,5372,26735,58614,4338,21819,45475,6064,19428,73864,9737,31072,98012,9891,24529
3604,246484,33566,43332,141308,22191,44797,130418,10075,39827,77185,8614,23387,75857,6775,25523,110317,9555,45719,99911,6435,28339,102768,5338,26489,59031,4316,21425,45053,6314,19600,74398,9912,30363,98635,9944,23853
3605,248328,33697,41357,141989,21375,44932,130659,10426,39235,78018,7925,23243,76022,6812,25320,110873,9770,44948,100074,6804,27806,102803,5628,26163,58174,4356,22241,45529,6242,19195,74830,10197,29646,99496,9673,23263
3606,246862,33758,42762,141909,21980,44406,131742,9456,39122,77325,9143,22718,75895,6695,25565,111378,8841,45372,99184,7134,28365,102445,5660,26489,59105,4597,21069,45448,6365,19153,74766,9972,29935,98355,10571,23506
3607,247009,33528,42845,142642,21618,44036,131165,9723,39432,77756,8574,22856,76372,6993,24789,109592,9176,46823,100528,7017,27139,102599,5418,26576,58950,4560,21261,45503,6173,19291,73827,10271,30575,99054,10274,23104
3608,246673,33317,43392,141810,21644,44842,130483,9822,40015,78080,8688,22418,75722,6715,25717,109924,9324,46343,100465,6291,27928,102051,5448,27095,58556,4475,21740,45641,6140,19185,74552,9726,30394,98698,10393,23341
3609,247992,32913,42477,143210,21192,43893,130884,10590,38846,77634,8681,22871,76240,6856,25058,109809,9574,46209,101093,6929,26662,101892,5361,27342,58748,4695,21327,45166,6509,19291,73992,9803,30878,99656,9634,23142
3610,247108,32920,43354,141930,21725,44640,130475,10149,39696,77647,8572,22967,76658,7018,24478,110344,9017,46230,99297,7504,27883,102247,5731,26616,58465,4714,21593,45863,6044,19059,74237,10062,30374,98910,10804,22718
3611,247307,33365,42710,142637,21376,44282,130808,10046,39466,76769,8545,23872,75411,7049,25694,110151,9670,45770,101716,7028,25939,102921,5458,26215,57722,4548,22501,45240,6185,19541,73957,9941,30775,97865,10532,24035
3612,248807,32065,42510,142613,22363,43320,131551,9947,38822,76905,8883,23397,76202,6704,25248,111008,9672,44912,100907,6588,27189,102415,5604,26575,58863,4717,21190,44953,6477,19536,74192,10346,30134,99427,10139,22866
3613,247232,33536,42614,143235,22147,42915,131603,9686,39031,77361,8889,22936,75966,7019,25169,109538,9502,46551,100321,6931,27431,102082,5080,27433,58582,4780,21408,45957,6097,18913,74704,9910,30058,98731,10743,22958
3614,248013,33065,42305,142460,21153,44683,130480,9796,40043,77336,8922,22927,77026,6362,24767,112157,9044,44389,99228,6759,28696,102929,5250,26415,58645,4530,21596,46051,6227,18688,74030,10228,30415,97878,10443,24111
3615,246778,33513,43091,143255,21308,43733,129761,10843,39716,76829,9263,23094,76292,6302,25560,110558,8851,46182,99790,6638,28257,102233,5439,26922,58245,4785,21741,45651,6108,19207,74047,10854,29772,98027,10513,23892
3616,246485,33869,43028,141521,21614,45161,130744,10254,39323,77064,8740,23381,76126,6773,25256,110963,9291,45337,100414,6287,27983,102525,5617,26452,59075,4429,21268,45677,6401,18888,73981,10156,30536,99954,10114,22363
3617,247652,33134,42596,143337,22222,42737,131316,10000,39004,77397,8497,23292,75763,7042,25349,110849,8973,45770,99989,6066,28628,102819,5842,25932,58301,4736,21734,45338,6352,19277,73703,10276,30694,99350,9923,23159
3618,246608,33358,43415,141720,21372,45204,131174,10028,39117,77028,8754,23405,76145,6854,25155,111255,9143,45193,100254,7063,27368,103037,5409,26149,57892,4836,22043,45551,6168,19247,73056,10063,31554,98935,10313,23185
3619,247539,33287,42556,142724,21251,44322,130041,10574,39705,77279,8850,23056,75685,6695,25774,110503,9224,45864,99850,6324,28510,102515,5555,26524,58445,4603,21723,45822,6192,18952,73255,10567,30851,98458,9938,24035
3620,248205,33009,42168,141488,21830,44978,130939,10265,39117,77296,9039,22851,76034,6621,25499,110735,9386,45470,98676,7482,28526,102655,5212,26727,58523,4578,21670,45624,6449,18893,74626,9688,30360,99513,9886,23033
3621,247484,33899,41999,144458,21886,41952,131056,9730,39534,77107,8491,23587,75915,6915,25323,111153,9266,45172,99787,6312,28585,102544,5396,26654,58680,4623,21468,45246,6641,19079,74424,9993,30256,98904,10162,23366
3622,247086,33177,43120,142582,22202,43512,129924,10293,40103,77319,8852,23015,76315,7061,24778,110792,9674,45125,100746,6192,27746,101679,5593,27322,58970,4415,21386,44900,6284,19782,75073,9879,29722,98035,10350,24047
3623,248269,33643,41469,142135,21713,44448,131241,9913,39166,77540,8834,22812,75715,6369,26070,110534,9407,45650,99514,7029,28141,102388,5316,26889,58571,4421,21779,45139,6529,19299,73279,10291,31102,99445,10327,22660
3624,246882,33566,42934,142377,21344,44575,130644,10313,39364,77960,8258,22967,76748,6741,24665,109962,9410,46219,99833,6850,28002,102598,5800,26196,58454,4798,21519,45302,6106,19558,75097,9496,30079,99061,9936,23435
3625,247507,33099,42776,141894,22286,44116,129955,10214,40151,77729,8763,22694,75730,7104,25320,110215,9286,46089,100328,7162,27194,102732,5655,26207,59072,4607,21092,45958,6416,18592,74164,10469,30040,99340,9691,23400
3626,248548,32095,42739,141695,22109,44493,131045,10285,38990,77849,8787,22550,75734,7338,25082,110084,8997,46510,99353,7285,28046,101833,5895,26866,58905,4752,21114,45493,5973,19499,74492,10081,30101,98817,10272,23344
3627,246114,33560,43708,142206,21962,44128,131009,9401,39909,77630,8860,22696,75700,7163,25290,110793,9515,45283,100864,6881,26939,102017,5246,27331,58117,4406,22248,45552,6316,19098,74195,9831,30647,97936,10879,23617
